consumer_id,seq_len,product_type_ids,material_ids,size_ids,section_ids,gender_id,age_bin_id,country_id,label_id,product_type_id_t,transaction_date_t
c_549,3,"[5, 2, 3]","[5, 5, 6]","[4, 4, 17]","[3, 3, 1]",1,0,0,2,4,2022-04-30
c_549,4,"[5, 2, 3, 4]","[5, 5, 6, 7]","[4, 4, 17, 4]","[3, 3, 1, 3]",1,0,0,1,4,2022-06-14
c_549,5,"[5, 2, 3, 4, 4]","[5, 5, 6, 7, 7]","[4, 4, 17, 4, 4]","[3, 3, 1, 3, 3]",1,0,0,0,3,2022-07-20
c_55,1,[4],[1],[2],[1],1,1,1,0,4,2021-02-07
c_55,2,"[4, 4]","[1, 1]","[2, 3]","[1, 2]",1,1,1,2,6,2021-04-24
c_55,3,"[4, 4, 6]","[1, 1, 5]","[2, 3, 4]","[1, 2, 3]",1,1,1,2,2,2021-07-19
c_55,4,"[4, 4, 6, 2]","[1, 1, 5, 7]","[2, 3, 4, 4]","[1, 2, 3, 1]",1,1,1,3,1,2021-07-22
c_55,5,"[4, 4, 6, 2, 1]","[1, 1, 5, 7, 6]","[2, 3, 4, 4, 3]","[1, 2, 3, 1, 3]",1,1,1,1,5,2021-09-01
c_55,6,"[4, 4, 6, 2, 1, 5]","[1, 1, 5, 7, 6, 2]","[2, 3, 4, 4, 3, 3]","[1, 2, 3, 1, 3, 2]",1,1,1,1,4,2021-09-28
c_550,1,[5],[2],[4],[2],1,4,0,0,3,2021-11-04
c_550,2,"[5, 3]","[2, 4]","[4, 17]","[2, 1]",1,4,0,0,4,2021-12-30
c_550,3,"[5, 3, 4]","[2, 4, 8]","[4, 17, 3]","[2, 1, 3]",1,4,0,1,3,2022-01-02
c_550,4,"[5, 3, 4, 3]","[2, 4, 8, 4]","[4, 17, 3, 19]","[2, 1, 3, 1]",1,4,0,0,2,2022-03-21
c_551,1,[5],[2],[1],[1],2,3,0,0,5,2021-12-04
c_551,2,"[5, 5]","[2, 7]","[1, 1]","[1, 2]",2,3,0,2,6,2021-12-14
c_551,3,"[5, 5, 6]","[2, 7, 7]","[1, 1, 2]","[1, 2, 3]",2,3,0,2,6,2022-02-16
c_551,4,"[5, 5, 6, 6]","[2, 7, 7, 7]","[1, 1, 2, 2]","[1, 2, 3, 1]",2,3,0,2,1,2022-05-06
c_551,5,"[5, 5, 6, 6, 1]","[2, 7, 7, 7, 5]","[1, 1, 2, 2, 1]","[1, 2, 3, 1, 3]",2,3,0,0,1,2022-05-10
c_551,6,"[5, 5, 6, 6, 1, 1]","[2, 7, 7, 7, 5, 5]","[1, 1, 2, 2, 1, 1]","[1, 2, 3, 1, 3, 3]",2,3,0,2,6,2022-06-02
c_551,7,"[5, 5, 6, 6, 1, 1, 6]","[2, 7, 7, 7, 5, 5, 2]","[1, 1, 2, 2, 1, 1, 2]","[1, 2, 3, 1, 3, 3, 3]",2,3,0,2,2,2022-08-03
c_553,1,[2],[8],[4],[1],0,3,2,0,1,2021-06-18
c_554,1,[6],[5],[5],[1],1,6,3,3,3,2021-02-27
c_554,2,"[6, 3]","[5, 7]","[5, 20]","[1, 3]",1,6,3,3,3,2021-04-04
c_554,3,"[6, 3, 3]","[5, 7, 6]","[5, 20, 20]","[1, 3, 3]",1,6,3,3,6,2021-06-16
c_559,1,[3],[6],[8],[1],0,0,0,3,3,2022-02-08
c_559,2,"[3, 3]","[6, 4]","[8, 9]","[1, 1]",0,0,0,3,1,2022-02-19
c_559,3,"[3, 3, 1]","[6, 4, 5]","[8, 9, 1]","[1, 1, 3]",0,0,0,1,2,2022-04-21
c_559,4,"[3, 3, 1, 2]","[6, 4, 5, 5]","[8, 9, 1, 1]","[1, 1, 3, 3]",0,0,0,3,2,2022-06-05
c_559,5,"[3, 3, 1, 2, 2]","[6, 4, 5, 5, 7]","[8, 9, 1, 1, 1]","[1, 1, 3, 3, 1]",0,0,0,2,2,2022-08-29
c_560,1,[6],[5],[3],[3],1,2,3,1,1,2021-04-13
c_560,2,"[6, 1]","[5, 5]","[3, 4]","[3, 2]",1,2,3,0,6,2021-06-02
c_560,3,"[6, 1, 6]","[5, 5, 2]","[3, 4, 3]","[3, 2, 3]",1,2,3,1,2,2021-06-07
c_560,4,"[6, 1, 6, 2]","[5, 5, 2, 5]","[3, 4, 3, 4]","[3, 2, 3, 2]",1,2,3,2,4,2021-06-18
c_560,5,"[6, 1, 6, 2, 4]","[5, 5, 2, 5, 1]","[3, 4, 3, 4, 5]","[3, 2, 3, 2, 3]",1,2,3,2,4,2021-08-14
c_560,6,"[6, 1, 6, 2, 4, 4]","[5, 5, 2, 5, 1, 1]","[3, 4, 3, 4, 5, 4]","[3, 2, 3, 2, 3, 2]",1,2,3,1,4,2021-08-16
c_560,7,"[6, 1, 6, 2, 4, 4, 4]","[5, 5, 2, 5, 1, 1, 7]","[3, 4, 3, 4, 5, 4, 4]","[3, 2, 3, 2, 3, 2, 1]",1,2,3,1,3,2021-10-15
c_560,8,"[6, 1, 6, 2, 4, 4, 4, 3]","[5, 5, 2, 5, 1, 1, 7, 6]","[3, 4, 3, 4, 5, 4, 4, 19]","[3, 2, 3, 2, 3, 2, 1, 3]",1,2,3,1,1,2021-11-26
c_560,9,"[6, 1, 6, 2, 4, 4, 4, 3, 1]","[5, 5, 2, 5, 1, 1, 7, 6, 7]","[3, 4, 3, 4, 5, 4, 4, 19, 4]","[3, 2, 3, 2, 3, 2, 1, 3, 3]",1,2,3,3,3,2022-01-19
c_560,10,"[6, 1, 6, 2, 4, 4, 4, 3, 1, 3]","[5, 5, 2, 5, 1, 1, 7, 6, 7, 4]","[3, 4, 3, 4, 5, 4, 4, 19, 4, 19]","[3, 2, 3, 2, 3, 2, 1, 3, 3, 1]",1,2,3,1,3,2022-02-28
c_566,1,[1],[5],[7],[2],2,1,3,1,5,2022-02-03
c_566,2,"[1, 5]","[5, 2]","[7, 7]","[2, 3]",2,1,3,1,2,2022-03-29
c_566,3,"[1, 5, 2]","[5, 2, 7]","[7, 7, 7]","[2, 3, 2]",2,1,3,2,1,2022-04-06
c_566,4,"[1, 5, 2, 1]","[5, 2, 7, 5]","[7, 7, 7, 7]","[2, 3, 2, 1]",2,1,3,2,5,2022-07-01
c_567,1,[6],[2],[5],[3],1,4,3,3,5,2021-12-23
c_567,2,"[6, 5]","[2, 7]","[5, 5]","[3, 1]",1,4,3,0,2,2022-01-17
c_567,3,"[6, 5, 2]","[2, 7, 7]","[5, 5, 4]","[3, 1, 3]",1,4,3,0,6,2022-03-26
c_567,4,"[6, 5, 2, 6]","[2, 7, 7, 7]","[5, 5, 4, 5]","[3, 1, 3, 3]",1,4,3,2,6,2022-04-23
c_567,5,"[6, 5, 2, 6, 6]","[2, 7, 7, 7, 2]","[5, 5, 4, 5, 5]","[3, 1, 3, 3, 1]",1,4,3,0,4,2022-05-17
c_568,1,[5],[7],[7],[3],1,1,3,2,5,2021-04-04
c_568,2,"[5, 5]","[7, 7]","[7, 7]","[3, 3]",1,1,3,0,3,2021-05-19
c_568,3,"[5, 5, 3]","[7, 7, 6]","[7, 7, 24]","[3, 3, 2]",1,1,3,2,1,2021-06-10
c_569,1,[3],[7],[20],[2],1,0,0,2,4,2021-09-30
c_569,2,"[3, 4]","[7, 8]","[20, 4]","[2, 3]",1,0,0,0,4,2021-11-04
c_569,3,"[3, 4, 4]","[7, 8, 8]","[20, 4, 3]","[2, 3, 2]",1,0,0,2,6,2021-12-17
c_571,1,[2],[5],[3],[3],0,6,2,2,2,2021-12-06
c_571,2,"[2, 2]","[5, 8]","[3, 3]","[3, 1]",0,6,2,0,5,2021-12-08
c_571,3,"[2, 2, 5]","[5, 8, 2]","[3, 3, 3]","[3, 1, 2]",0,6,2,2,4,2022-02-23
c_573,1,[1],[6],[3],[3],0,2,1,0,5,2022-02-20
c_573,2,"[1, 5]","[6, 2]","[3, 3]","[3, 3]",0,2,1,2,6,2022-03-12
c_573,3,"[1, 5, 6]","[6, 2, 2]","[3, 3, 4]","[3, 3, 2]",0,2,1,0,1,2022-05-13
c_573,4,"[1, 5, 6, 1]","[6, 2, 2, 6]","[3, 3, 4, 3]","[3, 3, 2, 2]",0,2,1,2,4,2022-07-05
c_573,5,"[1, 5, 6, 1, 4]","[6, 2, 2, 6, 7]","[3, 3, 4, 3, 3]","[3, 3, 2, 2, 3]",0,2,1,3,6,2022-07-31
c_573,6,"[1, 5, 6, 1, 4, 6]","[6, 2, 2, 6, 7, 2]","[3, 3, 4, 3, 3, 3]","[3, 3, 2, 2, 3, 2]",0,2,1,0,1,2022-09-21
c_574,1,[2],[5],[3],[3],1,2,1,1,1,2022-04-20
c_574,2,"[2, 1]","[5, 7]","[3, 3]","[3, 3]",1,2,1,1,2,2022-05-02
c_574,3,"[2, 1, 2]","[5, 7, 7]","[3, 3, 3]","[3, 3, 1]",1,2,1,0,1,2022-05-12
c_574,4,"[2, 1, 2, 1]","[5, 7, 7, 5]","[3, 3, 3, 3]","[3, 3, 1, 2]",1,2,1,2,4,2022-06-10
c_574,5,"[2, 1, 2, 1, 4]","[5, 7, 7, 5, 1]","[3, 3, 3, 3, 4]","[3, 3, 1, 2, 1]",1,2,1,2,6,2022-07-11
c_576,1,[1],[7],[7],[1],0,0,0,0,4,2021-05-21
c_576,2,"[1, 4]","[7, 1]","[7, 7]","[1, 2]",0,0,0,2,5,2021-08-06
c_576,3,"[1, 4, 5]","[7, 1, 7]","[7, 7, 7]","[1, 2, 1]",0,0,0,2,6,2021-10-27
c_576,4,"[1, 4, 5, 6]","[7, 1, 7, 2]","[7, 7, 7, 7]","[1, 2, 1, 2]",0,0,0,0,4,2021-12-16
c_576,5,"[1, 4, 5, 6, 4]","[7, 1, 7, 2, 8]","[7, 7, 7, 7, 6]","[1, 2, 1, 2, 3]",0,0,0,0,4,2022-01-09
c_578,1,[5],[7],[4],[3],0,0,2,0,3,2021-05-25
c_578,2,"[5, 3]","[7, 4]","[4, 17]","[3, 1]",0,0,2,2,2,2021-06-23
c_578,3,"[5, 3, 2]","[7, 4, 5]","[4, 17, 5]","[3, 1, 3]",0,0,2,0,3,2021-07-10
c_578,4,"[5, 3, 2, 3]","[7, 4, 5, 6]","[4, 17, 5, 17]","[3, 1, 3, 3]",0,0,2,0,1,2021-09-21
c_578,5,"[5, 3, 2, 3, 1]","[7, 4, 5, 6, 3]","[4, 17, 5, 17, 4]","[3, 1, 3, 3, 3]",0,0,2,2,1,2021-11-22
c_578,6,"[5, 3, 2, 3, 1, 1]","[7, 4, 5, 6, 3, 5]","[4, 17, 5, 17, 4, 4]","[3, 1, 3, 3, 3, 1]",0,0,2,0,2,2022-01-21
c_58,1,[2],[8],[4],[1],0,0,3,0,1,2021-11-08
c_58,2,"[2, 1]","[8, 5]","[4, 2]","[1, 2]",0,0,3,0,6,2021-12-15
c_58,3,"[2, 1, 6]","[8, 5, 5]","[4, 2, 1]","[1, 2, 3]",0,0,3,1,3,2022-02-15
c_58,4,"[2, 1, 6, 3]","[8, 5, 5, 4]","[4, 2, 1, 10]","[1, 2, 3, 1]",0,0,3,0,2,2022-04-09
c_58,5,"[2, 1, 6, 3, 2]","[8, 5, 5, 4, 8]","[4, 2, 1, 10, 3]","[1, 2, 3, 1, 3]",0,0,3,0,1,2022-04-29
c_58,6,"[2, 1, 6, 3, 2, 1]","[8, 5, 5, 4, 8, 7]","[4, 2, 1, 10, 3, 1]","[1, 2, 3, 1, 3, 2]",0,0,3,0,6,2022-07-17
c_58,7,"[2, 1, 6, 3, 2, 1, 6]","[8, 5, 5, 4, 8, 7, 2]","[4, 2, 1, 10, 3, 1, 2]","[1, 2, 3, 1, 3, 2, 2]",0,0,3,0,2,2022-08-30
c_584,1,[6],[5],[3],[1],0,7,1,2,6,2021-07-17
c_584,2,"[6, 6]","[5, 2]","[3, 4]","[1, 2]",0,7,1,2,2,2021-08-03
c_584,3,"[6, 6, 2]","[5, 2, 7]","[3, 4, 3]","[1, 2, 3]",0,7,1,2,3,2021-09-01
c_584,4,"[6, 6, 2, 3]","[5, 2, 7, 7]","[3, 4, 3, 18]","[1, 2, 3, 1]",0,7,1,0,6,2021-09-23
c_585,1,[5],[5],[7],[2],1,2,0,2,3,2021-12-03
c_585,2,"[5, 3]","[5, 6]","[7, 28]","[2, 3]",1,2,0,0,6,2022-01-29
c_585,3,"[5, 3, 6]","[5, 6, 2]","[7, 28, 7]","[2, 3, 2]",1,2,0,1,4,2022-03-07
c_585,4,"[5, 3, 6, 4]","[5, 6, 2, 1]","[7, 28, 7, 7]","[2, 3, 2, 3]",1,2,0,1,5,2022-06-03
c_586,1,[4],[1],[6],[2],0,6,1,1,5,2021-09-06
c_586,2,"[4, 5]","[1, 2]","[6, 5]","[2, 2]",0,6,1,0,3,2021-09-18
c_586,3,"[4, 5, 3]","[1, 2, 6]","[6, 5, 19]","[2, 2, 1]",0,6,1,1,1,2021-11-09
c_587,1,[1],[3],[6],[2],1,1,0,0,1,2022-02-08
c_587,2,"[1, 1]","[3, 7]","[6, 5]","[2, 2]",1,1,0,2,3,2022-02-09
c_587,3,"[1, 1, 3]","[3, 7, 6]","[6, 5, 25]","[2, 2, 3]",1,1,0,1,2,2022-05-09
c_587,4,"[1, 1, 3, 2]","[3, 7, 6, 5]","[6, 5, 25, 5]","[2, 2, 3, 2]",1,1,0,0,2,2022-06-14
c_587,5,"[1, 1, 3, 2, 2]","[3, 7, 6, 5, 5]","[6, 5, 25, 5, 5]","[2, 2, 3, 2, 2]",1,1,0,0,4,2022-08-22
c_587,6,"[1, 1, 3, 2, 2, 4]","[3, 7, 6, 5, 5, 8]","[6, 5, 25, 5, 5, 6]","[2, 2, 3, 2, 2, 2]",1,1,0,1,1,2022-11-11
c_588,1,[5],[5],[4],[1],0,2,3,2,6,2021-12-28
c_588,2,"[5, 6]","[5, 2]","[4, 4]","[1, 2]",0,2,3,1,2,2022-01-26
c_588,3,"[5, 6, 2]","[5, 2, 5]","[4, 4, 4]","[1, 2, 2]",0,2,3,0,2,2022-03-21
c_588,4,"[5, 6, 2, 2]","[5, 2, 5, 5]","[4, 4, 4, 4]","[1, 2, 2, 3]",0,2,3,1,5,2022-06-03
c_588,5,"[5, 6, 2, 2, 5]","[5, 2, 5, 5, 2]","[4, 4, 4, 4, 4]","[1, 2, 2, 3, 1]",0,2,3,0,2,2022-08-16
c_588,6,"[5, 6, 2, 2, 5, 2]","[5, 2, 5, 5, 2, 5]","[4, 4, 4, 4, 4, 4]","[1, 2, 2, 3, 1, 2]",0,2,3,1,1,2022-09-06
c_588,7,"[5, 6, 2, 2, 5, 2, 1]","[5, 2, 5, 5, 2, 5, 5]","[4, 4, 4, 4, 4, 4, 4]","[1, 2, 2, 3, 1, 2, 2]",0,2,3,1,1,2022-10-05
c_589,1,[2],[5],[6],[1],1,3,0,2,5,2021-06-06
c_589,2,"[2, 5]","[5, 7]","[6, 5]","[1, 1]",1,3,0,3,1,2021-08-07
c_590,1,[3],[6],[22],[3],0,2,0,3,5,2021-08-01
c_590,2,"[3, 5]","[6, 7]","[22, 5]","[3, 1]",0,2,0,2,4,2021-09-04
c_590,3,"[3, 5, 4]","[6, 7, 1]","[22, 5, 6]","[3, 1, 1]",0,2,0,2,4,2021-10-21
c_590,4,"[3, 5, 4, 4]","[6, 7, 1, 8]","[22, 5, 6, 6]","[3, 1, 1, 2]",0,2,0,0,6,2021-10-24
c_590,5,"[3, 5, 4, 4, 6]","[6, 7, 1, 8, 5]","[22, 5, 6, 6, 4]","[3, 1, 1, 2, 2]",0,2,0,2,6,2021-11-29
c_592,1,[1],[5],[4],[3],1,2,1,1,1,2021-12-23
c_592,2,"[1, 1]","[5, 5]","[4, 4]","[3, 1]",1,2,1,1,2,2022-02-17
c_592,3,"[1, 1, 2]","[5, 5, 3]","[4, 4, 4]","[3, 1, 1]",1,2,1,1,3,2022-05-11
c_592,4,"[1, 1, 2, 3]","[5, 5, 3, 7]","[4, 4, 4, 18]","[3, 1, 1, 2]",1,2,1,1,6,2022-06-07
c_592,5,"[1, 1, 2, 3, 6]","[5, 5, 3, 7, 2]","[4, 4, 4, 18, 4]","[3, 1, 1, 2, 2]",1,2,1,3,1,2022-07-26
c_592,6,"[1, 1, 2, 3, 6, 1]","[5, 5, 3, 7, 2, 5]","[4, 4, 4, 18, 4, 4]","[3, 1, 1, 2, 2, 3]",1,2,1,2,1,2022-10-20
c_593,1,[1],[7],[3],[2],1,4,2,2,6,2022-03-30
c_593,2,"[1, 6]","[7, 2]","[3, 4]","[2, 2]",1,4,2,0,3,2022-05-30
c_593,3,"[1, 6, 3]","[7, 2, 6]","[3, 4, 16]","[2, 2, 2]",1,4,2,3,5,2022-06-09
c_594,1,[4],[1],[7],[3],1,0,0,0,5,2021-08-23
c_594,2,"[4, 5]","[1, 7]","[7, 7]","[3, 2]",1,0,0,3,6,2021-11-11
c_594,3,"[4, 5, 6]","[1, 7, 2]","[7, 7, 7]","[3, 2, 1]",1,0,0,1,6,2021-11-15
c_594,4,"[4, 5, 6, 6]","[1, 7, 2, 2]","[7, 7, 7, 7]","[3, 2, 1, 3]",1,0,0,0,4,2022-01-14
c_594,5,"[4, 5, 6, 6, 4]","[1, 7, 2, 2, 8]","[7, 7, 7, 7, 7]","[3, 2, 1, 3, 3]",1,0,0,3,3,2022-02-12
c_594,6,"[4, 5, 6, 6, 4, 3]","[1, 7, 2, 2, 8, 7]","[7, 7, 7, 7, 7, 27]","[3, 2, 1, 3, 3, 1]",1,0,0,0,4,2022-03-26
c_594,7,"[4, 5, 6, 6, 4, 3, 4]","[1, 7, 2, 2, 8, 7, 8]","[7, 7, 7, 7, 7, 27, 7]","[3, 2, 1, 3, 3, 1, 3]",1,0,0,0,4,2022-04-06
c_594,8,"[4, 5, 6, 6, 4, 3, 4, 4]","[1, 7, 2, 2, 8, 7, 8, 8]","[7, 7, 7, 7, 7, 27, 7, 7]","[3, 2, 1, 3, 3, 1, 3, 2]",1,0,0,1,2,2022-07-04
c_595,1,[6],[2],[4],[2],1,6,2,0,1,2021-04-24
c_595,2,"[6, 1]","[2, 7]","[4, 5]","[2, 1]",1,6,2,3,3,2021-07-21
c_595,3,"[6, 1, 3]","[2, 7, 4]","[4, 5, 20]","[2, 1, 3]",1,6,2,2,4,2021-09-19
c_595,4,"[6, 1, 3, 4]","[2, 7, 4, 7]","[4, 5, 20, 5]","[2, 1, 3, 3]",1,6,2,3,5,2021-10-27
c_595,5,"[6, 1, 3, 4, 5]","[2, 7, 4, 7, 2]","[4, 5, 20, 5, 5]","[2, 1, 3, 3, 2]",1,6,2,2,6,2021-11-16
c_595,6,"[6, 1, 3, 4, 5, 6]","[2, 7, 4, 7, 2, 2]","[4, 5, 20, 5, 5, 5]","[2, 1, 3, 3, 2, 1]",1,6,2,2,4,2022-02-03
c_595,7,"[6, 1, 3, 4, 5, 6, 4]","[2, 7, 4, 7, 2, 2, 1]","[4, 5, 20, 5, 5, 5, 5]","[2, 1, 3, 3, 2, 1, 3]",1,6,2,2,4,2022-03-13
c_597,1,[2],[5],[5],[3],1,1,2,2,3,2021-05-14
c_597,2,"[2, 3]","[5, 7]","[5, 23]","[3, 1]",1,1,2,2,5,2021-06-17
c_597,3,"[2, 3, 5]","[5, 7, 2]","[5, 23, 5]","[3, 1, 3]",1,1,2,0,6,2021-06-23
c_597,4,"[2, 3, 5, 6]","[5, 7, 2, 5]","[5, 23, 5, 5]","[3, 1, 3, 3]",1,1,2,2,5,2021-08-15
c_597,5,"[2, 3, 5, 6, 5]","[5, 7, 2, 5, 2]","[5, 23, 5, 5, 5]","[3, 1, 3, 3, 1]",1,1,2,0,5,2021-10-26
c_60,1,[1],[7],[4],[1],1,3,3,1,6,2021-10-09
c_60,2,"[1, 6]","[7, 7]","[4, 4]","[1, 2]",1,3,3,1,3,2021-11-02
c_60,3,"[1, 6, 3]","[7, 7, 7]","[4, 4, 18]","[1, 2, 2]",1,3,3,1,5,2021-11-09
c_60,4,"[1, 6, 3, 5]","[7, 7, 7, 2]","[4, 4, 18, 4]","[1, 2, 2, 2]",1,3,3,0,1,2021-11-29
c_60,5,"[1, 6, 3, 5, 1]","[7, 7, 7, 2, 5]","[4, 4, 18, 4, 4]","[1, 2, 2, 2, 3]",1,3,3,1,3,2022-02-05
c_60,6,"[1, 6, 3, 5, 1, 3]","[7, 7, 7, 2, 5, 4]","[4, 4, 18, 4, 4, 18]","[1, 2, 2, 2, 3, 3]",1,3,3,1,5,2022-04-28
c_60,7,"[1, 6, 3, 5, 1, 3, 5]","[7, 7, 7, 2, 5, 4, 2]","[4, 4, 18, 4, 4, 18, 4]","[1, 2, 2, 2, 3, 3, 3]",1,3,3,2,6,2022-07-03
c_600,1,[1],[7],[3],[1],0,0,1,2,4,2021-11-18
c_600,2,"[1, 4]","[7, 7]","[3, 3]","[1, 3]",0,0,1,3,5,2021-12-24
c_600,3,"[1, 4, 5]","[7, 7, 2]","[3, 3, 3]","[1, 3, 1]",0,0,1,2,2,2022-01-25
c_600,4,"[1, 4, 5, 2]","[7, 7, 2, 5]","[3, 3, 3, 4]","[1, 3, 1, 1]",0,0,1,0,6,2022-02-09
c_600,5,"[1, 4, 5, 2, 6]","[7, 7, 2, 5, 5]","[3, 3, 3, 4, 2]","[1, 3, 1, 1, 2]",0,0,1,0,6,2022-03-11
c_600,6,"[1, 4, 5, 2, 6, 6]","[7, 7, 2, 5, 5, 5]","[3, 3, 3, 4, 2, 3]","[1, 3, 1, 1, 2, 3]",0,0,1,0,3,2022-05-11
c_600,7,"[1, 4, 5, 2, 6, 6, 3]","[7, 7, 2, 5, 5, 5, 6]","[3, 3, 3, 4, 2, 3, 14]","[1, 3, 1, 1, 2, 3, 3]",0,0,1,0,2,2022-05-14
c_600,8,"[1, 4, 5, 2, 6, 6, 3, 2]","[7, 7, 2, 5, 5, 5, 6, 5]","[3, 3, 3, 4, 2, 3, 14, 3]","[1, 3, 1, 1, 2, 3, 3, 3]",0,0,1,0,1,2022-07-21
c_601,1,[1],[5],[7],[2],1,2,0,0,3,2021-07-01
c_601,2,"[1, 3]","[5, 4]","[7, 24]","[2, 3]",1,2,0,2,2,2021-09-11
c_602,1,[4],[1],[5],[3],2,2,2,1,3,2021-11-16
c_602,2,"[4, 3]","[1, 4]","[5, 17]","[3, 3]",2,2,2,3,1,2022-01-13
c_603,1,[3],[7],[24],[3],0,5,2,0,1,2021-11-08
c_603,2,"[3, 1]","[7, 5]","[24, 5]","[3, 2]",0,5,2,0,5,2021-12-19
c_603,3,"[3, 1, 5]","[7, 5, 5]","[24, 5, 6]","[3, 2, 3]",0,5,2,0,1,2022-02-28
c_603,4,"[3, 1, 5, 1]","[7, 5, 5, 5]","[24, 5, 6, 5]","[3, 2, 3, 1]",0,5,2,2,6,2022-03-02
c_603,5,"[3, 1, 5, 1, 6]","[7, 5, 5, 5, 2]","[24, 5, 6, 5, 6]","[3, 2, 3, 1, 2]",0,5,2,2,1,2022-05-16
c_603,6,"[3, 1, 5, 1, 6, 1]","[7, 5, 5, 5, 2, 5]","[24, 5, 6, 5, 6, 7]","[3, 2, 3, 1, 2, 2]",0,5,2,2,1,2022-08-04
c_603,7,"[3, 1, 5, 1, 6, 1, 1]","[7, 5, 5, 5, 2, 5, 5]","[24, 5, 6, 5, 6, 7, 6]","[3, 2, 3, 1, 2, 2, 2]",0,5,2,2,5,2022-10-31
c_605,1,[3],[7],[20],[1],0,1,2,1,4,2021-09-08
c_605,2,"[3, 4]","[7, 1]","[20, 5]","[1, 1]",0,1,2,0,4,2021-11-28
c_605,3,"[3, 4, 4]","[7, 1, 8]","[20, 5, 5]","[1, 1, 1]",0,1,2,2,3,2022-02-25
c_605,4,"[3, 4, 4, 3]","[7, 1, 8, 6]","[20, 5, 5, 20]","[1, 1, 1, 1]",0,1,2,3,3,2022-05-04
c_605,5,"[3, 4, 4, 3, 3]","[7, 1, 8, 6, 6]","[20, 5, 5, 20, 20]","[1, 1, 1, 1, 1]",0,1,2,2,3,2022-05-23
c_606,1,[2],[7],[4],[3],1,1,1,0,4,2021-05-19
c_607,1,[2],[8],[3],[1],0,4,1,3,5,2022-02-28
c_607,2,"[2, 5]","[8, 5]","[3, 4]","[1, 2]",0,4,1,2,2,2022-03-18
c_607,3,"[2, 5, 2]","[8, 5, 7]","[3, 4, 3]","[1, 2, 2]",0,4,1,1,1,2022-05-26
c_607,4,"[2, 5, 2, 1]","[8, 5, 7, 5]","[3, 4, 3, 3]","[1, 2, 2, 3]",0,4,1,0,2,2022-08-19
c_61,1,[6],[7],[3],[1],0,3,1,1,2,2021-07-05
c_61,2,"[6, 2]","[7, 7]","[3, 4]","[1, 1]",0,3,1,3,5,2021-08-15
c_61,3,"[6, 2, 5]","[7, 7, 2]","[3, 4, 4]","[1, 1, 1]",0,3,1,1,3,2021-10-22
c_61,4,"[6, 2, 5, 3]","[7, 7, 2, 6]","[3, 4, 4, 14]","[1, 1, 1, 1]",0,3,1,0,2,2021-12-14
c_611,1,[6],[2],[6],[2],1,3,0,2,4,2021-06-21
c_611,2,"[6, 4]","[2, 1]","[6, 6]","[2, 2]",1,3,0,0,6,2021-08-16
c_611,3,"[6, 4, 6]","[2, 1, 5]","[6, 6, 5]","[2, 2, 1]",1,3,0,1,6,2021-10-31
c_612,1,[5],[2],[4],[2],1,1,0,1,6,2021-11-19
c_612,2,"[5, 6]","[2, 5]","[4, 4]","[2, 1]",1,1,0,0,1,2021-12-06
c_612,3,"[5, 6, 1]","[2, 5, 5]","[4, 4, 4]","[2, 1, 2]",1,1,0,2,4,2022-03-04
c_613,1,[2],[8],[2],[3],0,0,2,2,3,2022-01-02
c_613,2,"[2, 3]","[8, 7]","[2, 11]","[3, 3]",0,0,2,2,1,2022-03-01
c_613,3,"[2, 3, 1]","[8, 7, 7]","[2, 11, 2]","[3, 3, 2]",0,0,2,0,6,2022-03-12
c_615,1,[3],[4],[17],[1],1,4,3,1,1,2021-10-28
c_615,2,"[3, 1]","[4, 7]","[17, 4]","[1, 1]",1,4,3,0,4,2021-11-24
c_615,3,"[3, 1, 4]","[4, 7, 7]","[17, 4, 3]","[1, 1, 3]",1,4,3,2,6,2022-01-10
c_615,4,"[3, 1, 4, 6]","[4, 7, 7, 2]","[17, 4, 3, 4]","[1, 1, 3, 1]",1,4,3,1,2,2022-01-25
c_615,5,"[3, 1, 4, 6, 2]","[4, 7, 7, 2, 3]","[17, 4, 3, 4, 4]","[1, 1, 3, 1, 3]",1,4,3,1,3,2022-03-12
c_615,6,"[3, 1, 4, 6, 2, 3]","[4, 7, 7, 2, 3, 4]","[17, 4, 3, 4, 4, 17]","[1, 1, 3, 1, 3, 3]",1,4,3,2,5,2022-04-09
c_617,1,[1],[5],[3],[3],0,2,1,0,1,2021-03-04
c_617,2,"[1, 1]","[5, 5]","[3, 4]","[3, 2]",0,2,1,1,4,2021-04-25
c_617,3,"[1, 1, 4]","[5, 5, 1]","[3, 4, 4]","[3, 2, 2]",0,2,1,0,1,2021-05-14
c_617,4,"[1, 1, 4, 1]","[5, 5, 1, 5]","[3, 4, 4, 3]","[3, 2, 2, 2]",0,2,1,3,1,2021-08-06
c_617,5,"[1, 1, 4, 1, 1]","[5, 5, 1, 5, 5]","[3, 4, 4, 3, 3]","[3, 2, 2, 2, 1]",0,2,1,0,3,2021-09-22
c_619,1,[1],[5],[7],[1],1,5,2,2,5,2021-06-04
c_619,2,"[1, 5]","[5, 2]","[7, 7]","[1, 2]",1,5,2,0,1,2021-06-28
c_619,3,"[1, 5, 1]","[5, 2, 5]","[7, 7, 7]","[1, 2, 1]",1,5,2,2,3,2021-06-29
c_619,4,"[1, 5, 1, 3]","[5, 2, 5, 7]","[7, 7, 7, 27]","[1, 2, 1, 3]",1,5,2,1,4,2021-08-30
