consumer_id,product_id,purchased_size,fit_outcome,transaction_date
c_279,a_539,M,not applicable,2022-07-04
c_279,a_84,L,too large,2022-08-20
c_279,a_766,S,too small,2022-09-03
c_279,a_107,L,too large,2022-09-21
c_280,a_457,M,fit,2021-10-06
c_280,a_123,L,too large,2021-11-26
c_280,a_681,M,too small,2021-12-16
c_280,a_681,M,too small,2022-01-18
c_280,a_993,M,fit,2022-02-16
c_280,a_676,M,too small,2022-05-08
c_280,a_958,M,too small,2022-06-10
c_281,a_510,S,too small,2021-11-04
c_281,a_261,XS,too small,2022-01-19
c_281,a_815,8.0,too small,2022-02-09
c_281,a_332,M,not applicable,2022-04-11
c_281,a_604,S,too small,2022-07-09
c_282,a_404,12.0,fit,2021-10-13
c_282,a_354,L,too small,2021-12-15
c_282,a_96,L,fit,2021-12-21
c_283,a_307,M,too large,2021-09-08
c_284,a_67,S,fit,2021-05-21
c_284,a_877,7.5,not applicable,2021-07-27
c_284,a_109,S,too large,2021-08-13
c_284,a_394,M,too large,2021-08-19
c_284,a_141,S,fit,2021-10-13
c_284,a_989,S,not applicable,2021-12-25
c_284,a_578,M,not applicable,2022-03-24
c_285,a_934,L,fit,2021-12-25
c_285,a_330,L,too large,2022-01-13
c_285,a_785,L,too small,2022-03-11
c_285,a_511,L,fit,2022-04-17
c_286,a_792,L,too small,2021-12-05
c_286,a_86,L,too small,2021-12-18
c_286,a_499,L,too small,2022-01-11
c_287,a_241,2XS,too small,2021-06-05
c_287,a_365,2XS,too large,2021-08-26
c_287,a_800,2XS,too small,2021-11-14
c_287,a_680,XS,too large,2022-01-22
c_287,a_861,2XS,fit,2022-03-02
c_287,a_953,4.5,too small,2022-05-29
c_288,a_58,9.5,too small,2021-04-24
c_288,a_863,9.0,too small,2021-06-01
c_288,a_418,M,fit,2021-06-25
c_288,a_131,S,too small,2021-07-04
c_288,a_953,9.5,fit,2021-09-02
c_288,a_417,M,fit,2021-09-27
c_289,a_20,12.5,too small,2021-08-09
c_289,a_197,XL,too large,2021-08-12
c_290,a_779,M,too small,2021-05-24
c_290,a_672,M,fit,2021-07-17
c_290,a_442,M,fit,2021-10-02
c_290,a_882,M,fit,2021-11-12
c_290,a_446,10.0,not applicable,2021-12-05
c_291,a_430,M,too small,2021-12-27
c_291,a_447,M,too small,2022-01-18
c_291,a_448,M,not applicable,2022-04-03
c_291,a_893,M,fit,2022-06-23
c_291,a_798,M,not applicable,2022-08-02
c_291,a_885,M,too small,2022-09-12
c_291,a_885,M,too small,2022-11-13
c_291,a_885,M,too small,2023-01-26
c_291,a_605,L,too large,2023-04-16
c_292,a_341,8.5,too large,2021-03-06
c_292,a_96,M,not applicable,2021-03-25
c_292,a_514,8.0,too small,2021-04-25
c_292,a_630,M,not applicable,2021-07-03
c_292,a_327,8.5,too large,2021-08-31
c_292,a_706,M,too large,2021-11-04
c_292,a_595,M,too large,2022-01-06
c_292,a_598,S,too small,2022-03-25
c_292,a_981,S,too small,2022-05-18
c_293,a_342,XS,too small,2022-01-24
c_293,a_137,XS,too small,2022-04-15
c_293,a_329,S,too large,2022-06-06
c_293,a_164,S,too large,2022-07-05
c_293,a_442,S,too small,2022-07-20
c_293,a_239,S,too large,2022-10-10
c_293,a_218,M,too large,2022-12-27
c_294,a_281,L,too large,2021-04-14
c_294,a_511,M,too small,2021-04-29
c_294,a_472,M,too large,2021-05-16
c_294,a_745,M,too large,2021-08-06
c_294,a_392,9.0,too small,2021-08-10
c_294,a_659,9.0,too large,2021-10-21
c_295,a_492,S,too large,2021-04-28
c_296,a_990,L,too large,2021-07-17
c_296,a_913,L,not applicable,2021-08-21
c_296,a_801,L,too large,2021-11-14
c_296,a_75,S,too small,2021-12-03
c_296,a_538,9.5,too large,2022-01-20
c_297,a_77,XL,too large,2021-08-20
c_297,a_821,XL,too large,2021-08-29
c_297,a_853,M,not applicable,2021-11-19
c_297,a_990,L,too large,2022-01-22
c_297,a_875,L,too small,2022-04-11
c_298,a_156,M,too small,2021-12-20
c_298,a_290,M,too large,2022-03-15
c_299,a_245,M,not applicable,2021-12-12
c_299,a_303,M,too large,2022-02-01
c_299,a_530,M,too large,2022-02-27
c_299,a_161,M,too large,2022-04-26
c_299,a_370,S,too small,2022-05-18
c_299,a_448,M,too large,2022-07-31
c_300,a_386,13.0,too small,2021-08-16
c_300,a_953,13.5,too small,2021-10-27
c_301,a_87,14.5,not applicable,2021-09-17
c_301,a_337,14.5,too large,2021-11-18
c_301,a_858,2XL,not applicable,2021-11-21
c_301,a_557,14.0,too small,2022-02-05
c_301,a_634,2XL,too small,2022-04-16
c_301,a_874,2XL,not applicable,2022-06-24
c_301,a_28,2XL,too large,2022-08-01
c_302,a_602,M,fit,2021-05-10
c_302,a_463,M,too small,2021-05-30
c_302,a_420,M,too large,2021-08-23
c_302,a_308,10.0,too large,2021-09-16
c_302,a_631,L,too large,2021-11-14
c_302,a_592,M,too small,2022-02-09
c_302,a_897,9.0,too small,2022-05-09
c_303,a_741,S,too small,2021-06-09
c_304,a_873,M,too large,2021-10-30
c_304,a_746,S,too small,2021-12-08
c_304,a_176,S,too large,2022-02-13
c_305,a_848,8.5,too small,2022-01-07
c_305,a_561,XS,too small,2022-01-29
c_305,a_75,S,fit,2022-02-04
c_305,a_777,M,too large,2022-05-03
c_305,a_663,S,fit,2022-07-05
c_305,a_864,S,too large,2022-08-20
c_306,a_287,XL,fit,2021-05-10
c_306,a_31,XL,fit,2021-07-26
c_306,a_737,L,too small,2021-08-22
c_306,a_146,XL,too small,2021-09-23
c_306,a_202,XL,fit,2021-12-15
c_306,a_381,XL,fit,2021-12-18
c_306,a_361,XL,fit,2022-02-10
c_306,a_300,XL,too large,2022-02-17
c_306,a_854,13.5,not applicable,2022-03-23
c_306,a_499,XL,too small,2022-05-31
c_306,a_500,XL,fit,2022-08-19
c_307,a_389,M,too large,2021-03-29
c_307,a_361,M,too small,2021-06-04
c_307,a_346,M,fit,2021-07-03
c_308,a_75,M,too large,2021-11-21
c_308,a_311,S,too small,2021-12-10
c_308,a_802,M,not applicable,2022-02-27
c_308,a_270,S,too small,2022-04-19
c_308,a_670,M,too large,2022-07-08
c_308,a_213,XS,too small,2022-07-19
c_308,a_711,S,too large,2022-10-01
c_308,a_641,S,too large,2022-12-13
c_309,a_388,M,too small,2021-11-04
c_309,a_12,S,too small,2022-01-31
c_309,a_310,L,too large,2022-02-17
c_309,a_578,M,too small,2022-04-13
c_309,a_164,L,too large,2022-06-05
c_309,a_474,M,fit,2022-08-22
c_309,a_251,S,too small,2022-11-09
c_310,a_851,M,too large,2021-08-24
c_310,a_657,M,fit,2021-09-02
c_310,a_743,S,too small,2021-10-23
c_310,a_369,L,too large,2021-12-05
c_310,a_633,M,too large,2021-12-26
c_310,a_962,M,fit,2022-01-03
c_310,a_924,L,too large,2022-03-18
c_310,a_306,M,fit,2022-05-29
c_311,a_419,XL,fit,2021-06-20
c_311,a_368,XL,fit,2021-06-30
c_311,a_47,XL,fit,2021-08-08
c_311,a_561,XL,fit,2021-09-22
c_311,a_927,XL,fit,2021-10-18
c_311,a_84,XL,too small,2021-12-18
c_312,a_358,L,too small,2021-12-13
c_312,a_563,XL,too large,2022-02-05
c_312,a_717,XL,too large,2022-05-05
c_312,a_652,13.0,too small,2022-05-26
c_312,a_470,2XL,too large,2022-07-07
c_313,a_555,10.0,too small,2021-07-29
c_313,a_489,9.0,too small,2021-08-31
c_313,a_402,9.5,fit,2021-09-03
c_313,a_947,M,fit,2021-10-28
c_313,a_715,S,too small,2021-12-08
c_314,a_877,13.0,not applicable,2021-10-25
c_314,a_433,L,too small,2021-11-13
c_314,a_233,XL,too large,2021-11-22
c_314,a_600,13.5,too large,2022-02-07
c_314,a_369,XL,fit,2022-04-20
c_314,a_668,L,too small,2022-04-29
c_315,a_651,L,too large,2021-09-05
c_315,a_583,M,too large,2021-10-26
c_315,a_810,M,not applicable,2021-11-23
c_315,a_833,M,too small,2022-01-02
c_315,a_865,9.5,too small,2022-03-16
c_315,a_258,M,fit,2022-04-08
c_315,a_754,M,not applicable,2022-05-24
c_316,a_911,XS,not applicable,2021-11-27
c_316,a_362,M,too large,2022-02-13
c_316,a_942,8.0,fit,2022-03-15
c_316,a_241,M,fit,2022-04-09
c_316,a_841,M,too large,2022-05-14
c_316,a_111,S,fit,2022-07-14
c_316,a_538,8.0,too large,2022-09-29
c_317,a_519,L,too large,2021-12-04
c_318,a_675,2XL,not applicable,2021-03-22
c_318,a_217,2XL,fit,2021-04-24
c_318,a_20,14.5,fit,2021-05-12
c_318,a_60,2XL,fit,2021-05-26
c_319,a_996,11.5,too large,2021-12-30
c_319,a_322,L,fit,2022-02-16
c_319,a_106,L,too large,2022-03-24
c_319,a_712,L,not applicable,2022-05-03
c_319,a_246,M,too small,2022-06-23
c_319,a_731,L,too large,2022-07-09
c_320,a_238,S,fit,2021-06-03
c_320,a_751,8.5,not applicable,2021-07-01
c_320,a_810,S,too large,2021-08-29
c_320,a_335,S,too large,2021-10-22
c_320,a_337,8.0,too large,2021-12-15
c_321,a_525,L,too large,2021-04-10
c_322,a_910,13.5,too small,2021-04-21
c_322,a_633,L,too small,2021-07-14
c_323,a_560,M,not applicable,2021-12-03
c_323,a_602,M,fit,2022-02-25
c_323,a_919,L,too large,2022-04-29
c_323,a_206,10.0,fit,2022-06-12
c_323,a_217,M,fit,2022-08-29
c_323,a_137,S,too small,2022-10-15
c_323,a_863,10.5,not applicable,2022-11-15
c_323,a_622,M,fit,2022-12-22
c_323,a_492,M,fit,2023-01-03
c_323,a_127,M,not applicable,2023-01-29
c_324,a_321,S,too large,2021-03-26
c_324,a_634,S,not applicable,2021-05-14
c_324,a_371,2XS,too small,2021-08-05
c_324,a_80,2XS,too small,2021-10-13
c_325,a_908,M,too small,2021-02-14
c_325,a_759,L,not applicable,2021-03-31
c_325,a_665,M,too small,2021-06-18
c_325,a_485,10.5,not applicable,2021-08-20
c_326,a_86,M,too small,2021-10-09
c_326,a_392,10.0,too large,2021-10-29
c_326,a_31,M,fit,2021-12-04
c_326,a_174,M,fit,2021-12-19
c_326,a_124,9.5,too small,2022-02-23
c_326,a_201,M,fit,2022-05-03
c_326,a_888,L,too large,2022-06-01
c_327,a_694,XS,too small,2021-04-01
c_327,a_711,S,fit,2021-06-29
c_328,a_926,XL,fit,2021-06-24
c_328,a_849,2XL,too large,2021-08-27
c_328,a_289,XL,too large,2021-11-06
c_328,a_916,XL,fit,2021-12-07
c_328,a_917,14.0,too large,2022-02-25
c_328,a_530,XL,fit,2022-05-01
c_328,a_779,L,too small,2022-07-28
c_329,a_776,M,not applicable,2021-07-22
c_330,a_977,XL,too large,2021-05-15
c_330,a_812,XL,too large,2021-05-23
c_330,a_498,13.0,too large,2021-08-08
c_330,a_974,XL,too large,2021-09-20
c_330,a_653,XL,not applicable,2021-11-12
c_331,a_912,11.0,too small,2022-01-12
c_331,a_582,S,too small,2022-03-15
c_331,a_13,11.5,fit,2022-03-23
c_331,a_266,M,too small,2022-06-18
c_331,a_656,L,too small,2022-08-25
c_332,a_328,XL,too small,2021-06-11
c_332,a_838,2XL,too large,2021-07-10
c_332,a_758,L,too small,2021-08-14
c_332,a_204,2XL,fit,2021-09-23
c_333,a_599,11.5,too small,2021-01-27
c_333,a_660,11.5,too small,2021-04-24
c_333,a_297,L,too small,2021-06-26
c_333,a_168,11.5,fit,2021-08-26
c_333,a_847,L,not applicable,2021-09-18
c_333,a_882,L,fit,2021-10-23
c_333,a_677,L,too large,2022-01-01
c_333,a_565,M,too small,2022-03-25
c_334,a_110,8.0,too large,2021-08-03
c_334,a_851,S,too large,2021-09-10
c_334,a_694,S,fit,2021-11-19
c_334,a_613,S,too small,2022-02-04
c_334,a_993,S,fit,2022-04-26
c_334,a_515,XS,too large,2022-06-27
c_334,a_23,8.0,fit,2022-09-06
c_334,a_524,S,too large,2022-10-11
c_334,a_555,7.5,too small,2022-10-17
c_334,a_445,S,too small,2023-01-05
c_335,a_106,M,too large,2022-02-23
c_335,a_270,M,too small,2022-03-14
c_335,a_299,XL,too large,2022-06-05
c_335,a_233,M,too large,2022-06-08
c_335,a_756,M,too small,2022-09-05
c_335,a_718,M,too large,2022-10-07
c_335,a_665,M,too small,2022-11-30
c_335,a_663,M,fit,2023-02-18
c_335,a_689,9.5,fit,2023-04-29
c_336,a_56,S,fit,2021-07-09
c_336,a_575,8.0,too large,2021-09-28
c_336,a_157,M,too large,2021-11-24
c_336,a_110,7.0,too large,2022-01-02
c_336,a_999,XS,too small,2022-02-27
c_336,a_790,S,not applicable,2022-03-03
c_336,a_123,S,too large,2022-05-18
c_337,a_353,9.5,not applicable,2021-06-27
c_337,a_819,M,too small,2021-07-22
c_337,a_623,M,not applicable,2021-08-05
c_337,a_633,S,too small,2021-10-03
c_337,a_193,M,fit,2021-10-17
c_337,a_882,M,too small,2021-11-21
c_338,a_583,M,not applicable,2021-10-30
c_338,a_91,XL,too large,2022-01-08
c_338,a_947,L,fit,2022-04-03
c_338,a_537,L,fit,2022-04-18
c_338,a_643,L,not applicable,2022-05-22
c_338,a_24,L,fit,2022-06-02
c_339,a_982,L,fit,2021-02-17
c_339,a_219,L,too small,2021-03-09
c_340,a_249,M,not applicable,2022-01-23
c_340,a_599,9.0,too small,2022-03-17
c_340,a_165,XS,too small,2022-06-12
c_340,a_863,9.0,too small,2022-08-31
c_340,a_310,S,fit,2022-09-13
c_340,a_91,XS,not applicable,2022-11-07
c_340,a_793,S,not applicable,2022-12-05
c_340,a_665,S,fit,2023-02-17
c_340,a_510,S,too small,2023-04-11
c_341,a_23,14.5,not applicable,2021-10-05
c_342,a_132,L,too large,2021-06-26
c_343,a_319,XS,too small,2021-09-23
c_343,a_210,8.0,too large,2021-10-21
c_344,a_515,M,too large,2021-06-09
c_344,a_503,L,too large,2021-07-09
c_344,a_404,10.0,fit,2021-07-24
c_344,a_813,M,fit,2021-08-09
c_344,a_793,M,too large,2021-08-23
c_344,a_968,M,too small,2021-09-06
c_344,a_793,M,too large,2021-10-10
c_344,a_430,M,too small,2021-12-25
c_345,a_51,8.5,fit,2021-08-27
c_345,a_426,M,too large,2021-10-20
c_345,a_648,S,fit,2021-12-06
c_345,a_686,S,too small,2022-02-07
c_345,a_453,M,too large,2022-04-03
c_345,a_605,S,fit,2022-05-19
c_345,a_725,M,too large,2022-06-19
c_345,a_806,8.5,fit,2022-07-29
c_346,a_864,L,too large,2021-06-13
c_346,a_549,L,too large,2021-08-26
c_346,a_792,L,too small,2021-10-16
c_346,a_28,M,too small,2021-11-08
c_346,a_891,L,too large,2021-12-06
c_346,a_433,L,too small,2021-12-25
c_346,a_871,L,too large,2022-01-26
c_346,a_486,L,too large,2022-02-11
c_346,a_947,L,too large,2022-03-22
c_347,a_521,M,fit,2021-07-12
c_347,a_779,L,too large,2021-09-03
c_347,a_456,M,too small,2021-09-25
c_347,a_540,9.5,fit,2021-11-17
c_347,a_314,M,fit,2022-02-12
c_347,a_886,M,too large,2022-04-09
c_348,a_97,L,too small,2021-05-10
c_348,a_981,L,fit,2021-07-05
c_348,a_248,L,too small,2021-09-12
c_348,a_220,12.5,fit,2021-10-02
c_349,a_942,14.0,too small,2022-02-08
c_349,a_383,2XL,too small,2022-04-30
c_349,a_297,XL,too small,2022-07-04
c_349,a_68,2XL,not applicable,2022-07-12
c_350,a_834,XL,too large,2021-10-08
c_350,a_537,XL,too small,2022-01-03
c_350,a_288,XL,too small,2022-03-20
c_350,a_541,XL,too small,2022-04-28
c_350,a_406,XL,too large,2022-05-16
c_350,a_976,2XL,too large,2022-06-21
c_351,a_660,12.0,too small,2021-06-04
c_351,a_700,XL,not applicable,2021-08-09
c_351,a_722,12.0,too large,2021-10-29
c_352,a_93,L,fit,2021-12-11
c_352,a_752,L,not applicable,2021-12-17
c_353,a_838,S,too large,2021-02-19
c_353,a_906,XS,too small,2021-03-11
c_353,a_765,M,too large,2021-03-15
c_353,a_73,S,not applicable,2021-04-27
c_353,a_587,7.5,fit,2021-05-08
c_354,a_749,M,fit,2021-12-13
c_354,a_993,M,fit,2022-01-15
c_354,a_244,S,too small,2022-03-31
c_354,a_551,L,too large,2022-04-24
c_354,a_979,M,fit,2022-06-06
c_354,a_540,10.0,fit,2022-08-29
c_355,a_906,L,too large,2021-12-16
c_355,a_409,10.0,too small,2022-02-28
c_355,a_335,M,fit,2022-05-11
c_356,a_115,M,fit,2021-09-05
c_356,a_915,10.0,too small,2021-10-25
c_356,a_631,M,fit,2022-01-14
c_357,a_617,S,too small,2022-01-08
c_357,a_978,S,too large,2022-02-14
c_357,a_611,M,too large,2022-04-13
c_357,a_682,S,not applicable,2022-06-26
c_357,a_613,S,too small,2022-07-19
c_357,a_808,S,not applicable,2022-07-23
c_357,a_324,8.5,not applicable,2022-10-05
c_358,a_378,2XL,fit,2021-07-19
c_358,a_617,2XL,too small,2021-08-27
c_358,a_56,2XL,fit,2021-11-06
c_359,a_857,14.5,not applicable,2021-08-07
c_360,a_505,2XL,too large,2021-05-07
c_360,a_855,2XL,too large,2021-05-13
c_360,a_447,2XL,too small,2021-07-09
c_360,a_891,2XL,too large,2021-08-23
c_360,a_95,2XL,too large,2021-08-24
c_360,a_486,2XL,too large,2021-11-14
c_360,a_460,2XL,too small,2021-12-14
c_360,a_60,2XL,too small,2022-01-05
c_361,a_210,11.0,not applicable,2021-06-09
c_361,a_598,M,too small,2021-08-01
c_361,a_71,11.5,fit,2021-09-08
c_361,a_509,L,too small,2021-09-10
c_362,a_530,M,not applicable,2021-04-17
c_362,a_335,L,too large,2021-06-08
c_362,a_892,S,too small,2021-06-12
c_363,a_500,M,fit,2021-09-07
c_363,a_85,M,fit,2021-10-04
c_363,a_612,9.5,too small,2021-10-11
c_363,a_919,M,fit,2021-11-19
c_363,a_77,L,too large,2022-01-10
c_363,a_51,9.5,fit,2022-03-11
c_363,a_327,9.5,too large,2022-05-30
c_363,a_380,S,too small,2022-06-18
c_363,a_56,M,fit,2022-09-01
c_364,a_970,S,too small,2021-03-23
c_364,a_338,S,too small,2021-04-12
c_364,a_271,M,too large,2021-07-09
c_364,a_335,S,too large,2021-08-01
c_364,a_362,S,too large,2021-09-21
c_364,a_242,8.0,too large,2021-11-21
c_365,a_415,L,too small,2021-11-13
c_365,a_304,L,fit,2021-12-21
c_365,a_521,L,fit,2022-03-18
c_365,a_826,12.0,not applicable,2022-05-19
c_365,a_310,L,not applicable,2022-06-13
c_365,a_704,L,too small,2022-07-25
c_366,a_453,L,too small,2021-11-28
c_366,a_389,L,not applicable,2022-02-18
c_367,a_599,6.0,too small,2021-11-16
c_367,a_910,6.0,too small,2022-01-16
c_368,a_781,M,too small,2021-06-02
c_368,a_698,S,not applicable,2021-07-01
c_368,a_287,M,fit,2021-08-06
c_368,a_276,S,too small,2021-08-26
c_369,a_67,M,fit,2021-07-23
c_370,a_297,S,too small,2022-01-20
c_370,a_58,8.0,too small,2022-04-17
c_370,a_607,8.0,too small,2022-05-07
c_370,a_928,XS,fit,2022-07-20
c_370,a_853,2XS,too small,2022-09-27
c_370,a_87,8.0,fit,2022-11-10
c_371,a_595,XL,fit,2021-12-27
c_371,a_911,L,not applicable,2022-02-28
c_371,a_864,2XL,too large,2022-04-16
c_371,a_714,2XL,too large,2022-06-02
c_372,a_954,12.5,too small,2022-01-09
c_372,a_818,XL,fit,2022-03-20
c_372,a_999,L,too small,2022-05-23
c_372,a_121,XL,too small,2022-06-29
c_372,a_135,XL,too large,2022-08-02
c_372,a_558,XL,too large,2022-09-30
c_372,a_330,XL,too large,2022-12-18
c_372,a_631,XL,not applicable,2022-12-19
c_373,a_486,XL,not applicable,2022-02-26
c_374,a_935,L,fit,2021-10-11
c_374,a_711,L,too large,2021-12-06
c_374,a_580,M,too small,2022-01-26
c_374,a_576,L,too large,2022-03-02
c_374,a_349,L,too small,2022-05-15
c_375,a_782,5.5,too large,2021-04-10
c_375,a_668,XS,too small,2021-05-15
c_375,a_529,XS,fit,2021-05-30
c_375,a_355,XS,fit,2021-07-31
c_375,a_373,XS,too small,2021-10-02
c_375,a_910,5.5,too small,2021-11-20
c_376,a_25,XS,too large,2021-10-18
c_376,a_476,5.5,too small,2022-01-07
c_376,a_588,2XS,too small,2022-03-05
c_376,a_170,XS,too large,2022-05-09
c_376,a_763,XS,too large,2022-05-25
c_377,a_290,M,too large,2021-02-01
c_377,a_760,M,fit,2021-03-26
c_378,a_845,S,fit,2021-08-09
c_379,a_753,7.0,not applicable,2021-05-26
c_379,a_857,7.0,not applicable,2021-07-14
c_379,a_537,S,fit,2021-07-27
c_379,a_604,M,not applicable,2021-09-30
c_379,a_550,S,fit,2021-10-25
c_379,a_646,XS,fit,2021-12-08
c_380,a_968,M,too small,2021-12-27
c_380,a_119,M,not applicable,2022-01-15
c_380,a_656,M,too small,2022-02-12
c_380,a_318,M,fit,2022-03-08
c_380,a_341,9.5,too large,2022-03-19
c_381,a_168,8.0,not applicable,2021-05-20
c_381,a_844,M,too large,2021-06-10
c_381,a_558,S,fit,2021-08-13
c_381,a_234,S,too large,2021-09-04
c_382,a_990,L,too large,2022-01-09
c_382,a_765,L,too large,2022-01-25
c_382,a_845,L,fit,2022-02-12
c_382,a_257,M,too small,2022-02-17
c_383,a_82,S,too small,2021-09-01
c_383,a_177,S,too large,2021-10-01
c_383,a_630,S,fit,2021-10-13
c_383,a_679,S,too small,2021-11-17
c_383,a_376,M,too large,2022-01-05
c_383,a_480,S,not applicable,2022-01-17
c_383,a_128,XS,too small,2022-02-14
c_383,a_24,XS,too small,2022-03-02
c_384,a_925,S,not applicable,2021-12-12
c_384,a_906,M,too small,2022-02-28
c_384,a_925,M,too large,2022-05-27
c_384,a_405,M,fit,2022-05-31
c_384,a_709,M,too large,2022-07-14
c_385,a_745,S,too small,2021-09-05
c_385,a_420,S,too small,2021-09-11
c_385,a_107,M,too small,2021-10-15
c_385,a_353,10.0,too small,2021-11-10
c_385,a_823,L,too large,2021-12-03
c_386,a_810,L,fit,2021-09-07
c_386,a_871,L,not applicable,2021-12-02
c_386,a_894,L,fit,2022-01-13
c_386,a_994,M,too small,2022-03-17
c_387,a_723,XL,too large,2021-04-28
c_387,a_384,L,not applicable,2021-06-02
c_387,a_655,XL,too small,2021-06-25
c_387,a_846,XL,too large,2021-07-29
c_388,a_924,2XL,too large,2021-04-04
c_388,a_81,XL,too large,2021-04-19
c_388,a_329,XL,fit,2021-05-14
c_388,a_766,XL,too large,2021-08-08
c_388,a_264,XL,fit,2021-10-16
c_388,a_638,L,too small,2021-12-16
c_388,a_882,XL,not applicable,2021-12-19
c_388,a_530,XL,too large,2022-01-23
c_389,a_443,XL,too small,2021-12-18
c_390,a_590,L,not applicable,2021-02-01
c_390,a_166,M,too small,2021-02-05
c_390,a_482,S,too small,2021-03-31
c_390,a_365,M,not applicable,2021-06-01
c_390,a_349,S,too small,2021-06-26
c_391,a_763,L,too large,2021-08-01
c_391,a_786,XL,too large,2021-08-06
c_391,a_593,L,not applicable,2021-09-16
c_391,a_841,L,too large,2021-12-03
c_391,a_287,L,not applicable,2022-01-29
c_392,a_330,2XL,too large,2021-12-18
c_392,a_160,2XL,fit,2022-01-02
c_392,a_563,2XL,too large,2022-01-28
c_392,a_934,2XL,too large,2022-04-02
c_392,a_838,XL,too small,2022-05-31
c_393,a_85,XL,fit,2022-02-26
c_393,a_580,2XL,too large,2022-03-03
c_393,a_331,XL,fit,2022-03-10
c_393,a_762,2XL,too large,2022-03-20
c_393,a_51,13.0,fit,2022-06-13
c_393,a_946,2XL,too large,2022-08-22
c_393,a_788,XL,not applicable,2022-10-11
c_394,a_707,2XL,too large,2021-11-10
c_395,a_124,13.0,too small,2021-11-03
c_396,a_745,S,too large,2021-06-05
c_396,a_351,S,fit,2021-08-09
c_396,a_977,S,too large,2021-08-21
c_396,a_208,XS,too small,2021-09-07
c_396,a_131,S,too small,2021-09-27
c_396,a_234,XS,not applicable,2021-11-29
c_397,a_111,M,fit,2021-04-08
c_397,a_69,M,fit,2021-05-12
c_398,a_800,M,too small,2021-08-05
c_398,a_709,M,not applicable,2021-10-05
c_398,a_820,L,too large,2021-11-09
c_398,a_655,S,too small,2022-01-25
c_398,a_554,M,too small,2022-03-10
c_398,a_77,S,too small,2022-04-10
c_398,a_164,M,too large,2022-05-03
c_398,a_702,M,not applicable,2022-07-31
c_398,a_32,L,not applicable,2022-09-24
c_399,a_763,XL,too large,2021-05-18
c_399,a_443,XL,too small,2021-06-13
c_399,a_203,2XL,too large,2021-07-23
c_399,a_383,XL,fit,2021-08-02
c_399,a_84,XL,too small,2021-10-24
c_400,a_775,XL,fit,2021-05-07
c_400,a_9,XL,too large,2021-08-01
c_400,a_32,XL,too small,2021-09-04
c_400,a_561,L,too small,2021-09-27
c_400,a_565,2XL,too large,2021-10-08
c_400,a_561,XL,fit,2022-01-02
c_400,a_148,XL,fit,2022-03-22
c_400,a_420,XL,too large,2022-04-14
c_401,a_240,10.5,not applicable,2021-06-29
c_401,a_494,M,too large,2021-07-24
c_401,a_646,M,fit,2021-09-06
c_401,a_591,M,too large,2021-10-02
c_401,a_483,L,too large,2021-10-16
c_402,a_525,XL,fit,2021-06-12
c_403,a_640,M,too large,2021-12-28
c_403,a_399,8.0,too small,2022-03-10
c_403,a_183,S,fit,2022-04-25
c_403,a_663,S,fit,2022-06-30
c_403,a_854,8.0,too large,2022-07-23
c_404,a_766,S,too large,2021-07-01
c_404,a_262,S,too large,2021-07-10
c_404,a_761,M,too large,2021-07-14
c_405,a_150,XL,not applicable,2022-01-26
c_405,a_139,XL,too large,2022-01-28
c_405,a_233,2XL,too large,2022-03-06
c_405,a_393,13.5,too large,2022-05-21
c_405,a_304,XL,too large,2022-05-31
c_405,a_189,13.5,too small,2022-08-14
c_405,a_932,XL,not applicable,2022-09-21
c_405,a_65,XL,not applicable,2022-12-14
c_406,a_69,M,fit,2021-05-20
c_407,a_154,2XL,too small,2021-07-24
c_407,a_693,XL,too small,2021-09-08
c_407,a_846,XL,too large,2021-09-16
c_407,a_193,XL,fit,2021-12-04
c_407,a_649,L,too small,2022-02-04
c_407,a_678,2XL,too small,2022-02-13
c_407,a_955,2XL,not applicable,2022-03-17
c_408,a_733,XS,too small,2021-07-14
c_408,a_957,S,fit,2021-07-23
c_408,a_557,8.5,too small,2021-09-12
c_409,a_388,XL,too large,2021-07-12
c_409,a_491,L,too small,2021-07-21
c_409,a_182,L,too large,2021-10-07
c_409,a_324,11.0,too large,2021-11-14
c_409,a_476,11.0,too small,2021-11-22
c_409,a_782,11.0,too large,2022-02-14
c_409,a_649,L,too large,2022-05-02
c_410,a_851,2XL,too large,2021-06-02
c_410,a_877,14.0,too small,2021-08-02
c_410,a_183,2XL,too small,2021-08-22
c_410,a_782,14.0,not applicable,2021-10-18
c_410,a_410,2XL,too small,2021-11-02
c_410,a_944,2XL,too small,2022-01-02
c_411,a_271,2XL,too large,2022-02-11
c_412,a_506,M,too large,2021-09-11
c_413,a_438,L,too large,2021-06-24
c_413,a_468,XL,too large,2021-08-15
c_414,a_218,XS,too small,2021-11-22
c_414,a_469,S,too large,2022-02-05
c_414,a_754,S,too large,2022-03-18
c_414,a_906,XS,too small,2022-06-01
c_414,a_877,7.5,too small,2022-08-03
c_414,a_235,S,too small,2022-10-20
c_414,a_799,7.5,not applicable,2022-11-19
c_414,a_752,S,too small,2022-11-30
c_415,a_858,XS,not applicable,2021-12-19
c_415,a_519,S,too large,2022-01-04
c_415,a_645,7.0,too small,2022-02-06
c_415,a_666,S,too large,2022-03-10
c_415,a_821,XS,too small,2022-05-30
c_416,a_404,9.0,too small,2021-01-05
c_416,a_106,L,too large,2021-04-03
c_416,a_327,9.0,too large,2021-06-14
c_416,a_327,9.0,too large,2021-07-06
