consumer_id,seq_len,product_type_ids,material_ids,size_ids,section_ids,gender_id,age_bin_id,country_id,label_id,product_type_id_t,material_id_t,size_id_t,section_id_t,transaction_date_t
c_566,1,[1],[5],[7],[2],2,1,3,1,5,2,7,3,2022-02-03
c_566,2,"[1, 5]","[5, 2]","[7, 7]","[2, 3]",2,1,3,1,2,7,7,2,2022-03-29
c_566,3,"[1, 5, 2]","[5, 2, 7]","[7, 7, 7]","[2, 3, 2]",2,1,3,2,1,5,7,1,2022-04-06
c_566,4,"[1, 5, 2, 1]","[5, 2, 7, 5]","[7, 7, 7, 7]","[2, 3, 2, 1]",2,1,3,2,5,7,7,3,2022-07-01
c_567,1,[6],[2],[5],[3],1,4,3,3,5,7,5,1,2021-12-23
c_567,2,"[6, 5]","[2, 7]","[5, 5]","[3, 1]",1,4,3,0,2,7,4,3,2022-01-17
c_567,3,"[6, 5, 2]","[2, 7, 7]","[5, 5, 4]","[3, 1, 3]",1,4,3,0,6,7,5,3,2022-03-26
c_567,4,"[6, 5, 2, 6]","[2, 7, 7, 7]","[5, 5, 4, 5]","[3, 1, 3, 3]",1,4,3,2,6,2,5,1,2022-04-23
c_567,5,"[6, 5, 2, 6, 6]","[2, 7, 7, 7, 2]","[5, 5, 4, 5, 5]","[3, 1, 3, 3, 1]",1,4,3,0,4,1,5,3,2022-05-17
c_568,1,[5],[7],[7],[3],1,1,3,2,5,7,7,3,2021-04-04
c_568,2,"[5, 5]","[7, 7]","[7, 7]","[3, 3]",1,1,3,0,3,6,24,2,2021-05-19
c_568,3,"[5, 5, 3]","[7, 7, 6]","[7, 7, 24]","[3, 3, 2]",1,1,3,2,1,7,6,2,2021-06-10
c_569,1,[3],[7],[20],[2],1,0,0,2,4,8,4,3,2021-09-30
c_569,2,"[3, 4]","[7, 8]","[20, 4]","[2, 3]",1,0,0,0,4,8,3,2,2021-11-04
c_569,3,"[3, 4, 4]","[7, 8, 8]","[20, 4, 3]","[2, 3, 2]",1,0,0,2,6,7,4,3,2021-12-17
c_571,1,[2],[5],[3],[3],0,6,2,2,2,8,3,1,2021-12-06
c_571,2,"[2, 2]","[5, 8]","[3, 3]","[3, 1]",0,6,2,0,5,2,3,2,2021-12-08
c_571,3,"[2, 2, 5]","[5, 8, 2]","[3, 3, 3]","[3, 1, 2]",0,6,2,2,4,1,3,3,2022-02-23
c_578,1,[5],[7],[4],[3],0,0,2,0,3,4,17,1,2021-05-25
c_578,2,"[5, 3]","[7, 4]","[4, 17]","[3, 1]",0,0,2,2,2,5,5,3,2021-06-23
c_578,3,"[5, 3, 2]","[7, 4, 5]","[4, 17, 5]","[3, 1, 3]",0,0,2,0,3,6,17,3,2021-07-10
c_578,4,"[5, 3, 2, 3]","[7, 4, 5, 6]","[4, 17, 5, 17]","[3, 1, 3, 3]",0,0,2,0,1,3,4,3,2021-09-21
c_578,5,"[5, 3, 2, 3, 1]","[7, 4, 5, 6, 3]","[4, 17, 5, 17, 4]","[3, 1, 3, 3, 3]",0,0,2,2,1,5,4,1,2021-11-22
c_578,6,"[5, 3, 2, 3, 1, 1]","[7, 4, 5, 6, 3, 5]","[4, 17, 5, 17, 4, 4]","[3, 1, 3, 3, 3, 1]",0,0,2,0,2,8,4,2,2022-01-21
c_58,1,[2],[8],[4],[1],0,0,3,0,1,5,2,2,2021-11-08
c_58,2,"[2, 1]","[8, 5]","[4, 2]","[1, 2]",0,0,3,0,6,5,1,3,2021-12-15
c_58,3,"[2, 1, 6]","[8, 5, 5]","[4, 2, 1]","[1, 2, 3]",0,0,3,1,3,4,10,1,2022-02-15
c_58,4,"[2, 1, 6, 3]","[8, 5, 5, 4]","[4, 2, 1, 10]","[1, 2, 3, 1]",0,0,3,0,2,8,3,3,2022-04-09
c_58,5,"[2, 1, 6, 3, 2]","[8, 5, 5, 4, 8]","[4, 2, 1, 10, 3]","[1, 2, 3, 1, 3]",0,0,3,0,1,7,1,2,2022-04-29
c_58,6,"[2, 1, 6, 3, 2, 1]","[8, 5, 5, 4, 8, 7]","[4, 2, 1, 10, 3, 1]","[1, 2, 3, 1, 3, 2]",0,0,3,0,6,2,2,2,2022-07-17
c_58,7,"[2, 1, 6, 3, 2, 1, 6]","[8, 5, 5, 4, 8, 7, 2]","[4, 2, 1, 10, 3, 1, 2]","[1, 2, 3, 1, 3, 2, 2]",0,0,3,0,2,8,2,1,2022-08-30
c_580,1,[5],[5],[5],[3],0,0,1,2,5,7,5,1,2021-07-21
c_580,2,"[5, 5]","[5, 7]","[5, 5]","[3, 1]",0,0,1,2,1,5,5,3,2021-09-29
c_580,3,"[5, 5, 1]","[5, 7, 5]","[5, 5, 5]","[3, 1, 3]",0,0,1,1,2,5,5,3,2021-11-28
c_581,1,[3],[7],[17],[3],0,1,0,0,2,3,3,3,2022-03-07
c_581,2,"[3, 2]","[7, 3]","[17, 3]","[3, 3]",0,1,0,0,2,8,3,1,2022-05-22
c_584,1,[6],[5],[3],[1],0,6,1,2,6,2,4,2,2021-07-17
c_584,2,"[6, 6]","[5, 2]","[3, 4]","[1, 2]",0,6,1,2,2,7,3,3,2021-08-03
c_584,3,"[6, 6, 2]","[5, 2, 7]","[3, 4, 3]","[1, 2, 3]",0,6,1,2,3,7,18,1,2021-09-01
c_584,4,"[6, 6, 2, 3]","[5, 2, 7, 7]","[3, 4, 3, 18]","[1, 2, 3, 1]",0,6,1,0,6,5,4,2,2021-09-23
c_586,1,[4],[1],[6],[2],0,6,1,1,5,2,5,2,2021-09-06
c_586,2,"[4, 5]","[1, 2]","[6, 5]","[2, 2]",0,6,1,0,3,6,19,1,2021-09-18
c_586,3,"[4, 5, 3]","[1, 2, 6]","[6, 5, 19]","[2, 2, 1]",0,6,1,1,1,7,5,2,2021-11-09
c_587,1,[1],[3],[6],[2],1,1,0,0,1,7,5,2,2022-02-08
c_587,2,"[1, 1]","[3, 7]","[6, 5]","[2, 2]",1,1,0,2,3,6,25,3,2022-02-09
c_587,3,"[1, 1, 3]","[3, 7, 6]","[6, 5, 25]","[2, 2, 3]",1,1,0,1,2,5,5,2,2022-05-09
c_587,4,"[1, 1, 3, 2]","[3, 7, 6, 5]","[6, 5, 25, 5]","[2, 2, 3, 2]",1,1,0,0,2,5,5,2,2022-06-14
c_587,5,"[1, 1, 3, 2, 2]","[3, 7, 6, 5, 5]","[6, 5, 25, 5, 5]","[2, 2, 3, 2, 2]",1,1,0,0,4,8,6,2,2022-08-22
c_587,6,"[1, 1, 3, 2, 2, 4]","[3, 7, 6, 5, 5, 8]","[6, 5, 25, 5, 5, 6]","[2, 2, 3, 2, 2, 2]",1,1,0,1,1,7,6,1,2022-11-11
c_588,1,[5],[5],[4],[1],0,2,3,2,6,2,4,2,2021-12-28
c_588,2,"[5, 6]","[5, 2]","[4, 4]","[1, 2]",0,2,3,1,2,5,4,2,2022-01-26
c_588,3,"[5, 6, 2]","[5, 2, 5]","[4, 4, 4]","[1, 2, 2]",0,2,3,0,2,5,4,3,2022-03-21
c_588,4,"[5, 6, 2, 2]","[5, 2, 5, 5]","[4, 4, 4, 4]","[1, 2, 2, 3]",0,2,3,1,5,2,4,1,2022-06-03
c_588,5,"[5, 6, 2, 2, 5]","[5, 2, 5, 5, 2]","[4, 4, 4, 4, 4]","[1, 2, 2, 3, 1]",0,2,3,0,2,5,4,2,2022-08-16
c_588,6,"[5, 6, 2, 2, 5, 2]","[5, 2, 5, 5, 2, 5]","[4, 4, 4, 4, 4, 4]","[1, 2, 2, 3, 1, 2]",0,2,3,1,1,5,4,2,2022-09-06
c_588,7,"[5, 6, 2, 2, 5, 2, 1]","[5, 2, 5, 5, 2, 5, 5]","[4, 4, 4, 4, 4, 4, 4]","[1, 2, 2, 3, 1, 2, 2]",0,2,3,1,1,5,4,2,2022-10-05
c_589,1,[2],[5],[6],[1],1,3,0,2,5,7,5,1,2021-06-06
c_589,2,"[2, 5]","[5, 7]","[6, 5]","[1, 1]",1,3,0,3,1,5,5,3,2021-08-07
c_590,1,[3],[6],[22],[3],0,2,0,3,5,7,5,1,2021-08-01
c_590,2,"[3, 5]","[6, 7]","[22, 5]","[3, 1]",0,2,0,2,4,1,6,1,2021-09-04
c_590,3,"[3, 5, 4]","[6, 7, 1]","[22, 5, 6]","[3, 1, 1]",0,2,0,2,4,8,6,2,2021-10-21
c_590,4,"[3, 5, 4, 4]","[6, 7, 1, 8]","[22, 5, 6, 6]","[3, 1, 1, 2]",0,2,0,0,6,5,4,2,2021-10-24
c_590,5,"[3, 5, 4, 4, 6]","[6, 7, 1, 8, 5]","[22, 5, 6, 6, 4]","[3, 1, 1, 2, 2]",0,2,0,2,6,2,5,2,2021-11-29
c_591,1,[1],[5],[3],[2],1,0,2,3,2,8,4,1,2021-09-03
c_591,2,"[1, 2]","[5, 8]","[3, 4]","[2, 1]",1,0,2,1,2,5,3,3,2021-09-16
c_591,3,"[1, 2, 2]","[5, 8, 5]","[3, 4, 3]","[2, 1, 3]",1,0,2,0,1,7,3,2,2021-12-08
c_591,4,"[1, 2, 2, 1]","[5, 8, 5, 7]","[3, 4, 3, 3]","[2, 1, 3, 2]",1,0,2,3,4,1,2,3,2021-12-21
c_591,5,"[1, 2, 2, 1, 4]","[5, 8, 5, 7, 1]","[3, 4, 3, 3, 2]","[2, 1, 3, 2, 3]",1,0,2,1,6,2,3,1,2021-12-25
c_593,1,[1],[7],[3],[2],1,4,2,2,6,2,4,2,2022-03-30
c_593,2,"[1, 6]","[7, 2]","[3, 4]","[2, 2]",1,4,2,0,3,6,16,2,2022-05-30
c_593,3,"[1, 6, 3]","[7, 2, 6]","[3, 4, 16]","[2, 2, 2]",1,4,2,3,5,2,3,3,2022-06-09
c_594,1,[4],[1],[7],[3],1,0,0,0,5,7,7,2,2021-08-23
c_594,2,"[4, 5]","[1, 7]","[7, 7]","[3, 2]",1,0,0,3,6,2,7,1,2021-11-11
c_594,3,"[4, 5, 6]","[1, 7, 2]","[7, 7, 7]","[3, 2, 1]",1,0,0,1,6,2,7,3,2021-11-15
c_594,4,"[4, 5, 6, 6]","[1, 7, 2, 2]","[7, 7, 7, 7]","[3, 2, 1, 3]",1,0,0,0,4,8,7,3,2022-01-14
c_594,5,"[4, 5, 6, 6, 4]","[1, 7, 2, 2, 8]","[7, 7, 7, 7, 7]","[3, 2, 1, 3, 3]",1,0,0,3,3,7,27,1,2022-02-12
c_594,6,"[4, 5, 6, 6, 4, 3]","[1, 7, 2, 2, 8, 7]","[7, 7, 7, 7, 7, 27]","[3, 2, 1, 3, 3, 1]",1,0,0,0,4,8,7,3,2022-03-26
c_594,7,"[4, 5, 6, 6, 4, 3, 4]","[1, 7, 2, 2, 8, 7, 8]","[7, 7, 7, 7, 7, 27, 7]","[3, 2, 1, 3, 3, 1, 3]",1,0,0,0,4,8,7,2,2022-04-06
c_594,8,"[4, 5, 6, 6, 4, 3, 4, 4]","[1, 7, 2, 2, 8, 7, 8, 8]","[7, 7, 7, 7, 7, 27, 7, 7]","[3, 2, 1, 3, 3, 1, 3, 2]",1,0,0,1,2,7,7,2,2022-07-04
c_595,1,[6],[2],[4],[2],1,6,2,0,1,7,5,1,2021-04-24
c_595,2,"[6, 1]","[2, 7]","[4, 5]","[2, 1]",1,6,2,3,3,4,20,3,2021-07-21
c_595,3,"[6, 1, 3]","[2, 7, 4]","[4, 5, 20]","[2, 1, 3]",1,6,2,2,4,7,5,3,2021-09-19
c_595,4,"[6, 1, 3, 4]","[2, 7, 4, 7]","[4, 5, 20, 5]","[2, 1, 3, 3]",1,6,2,3,5,2,5,2,2021-10-27
c_595,5,"[6, 1, 3, 4, 5]","[2, 7, 4, 7, 2]","[4, 5, 20, 5, 5]","[2, 1, 3, 3, 2]",1,6,2,2,6,2,5,1,2021-11-16
c_595,6,"[6, 1, 3, 4, 5, 6]","[2, 7, 4, 7, 2, 2]","[4, 5, 20, 5, 5, 5]","[2, 1, 3, 3, 2, 1]",1,6,2,2,4,1,5,3,2022-02-03
c_595,7,"[6, 1, 3, 4, 5, 6, 4]","[2, 7, 4, 7, 2, 2, 1]","[4, 5, 20, 5, 5, 5, 5]","[2, 1, 3, 3, 2, 1, 3]",1,6,2,2,4,7,6,2,2022-03-13
c_599,1,[4],[8],[4],[1],0,3,1,0,3,6,16,3,2021-06-22
c_599,2,"[4, 3]","[8, 6]","[4, 16]","[1, 3]",0,3,1,0,1,3,4,2,2021-08-28
c_599,3,"[4, 3, 1]","[8, 6, 3]","[4, 16, 4]","[1, 3, 2]",0,3,1,0,6,7,3,2,2021-10-11
c_60,1,[1],[7],[4],[1],1,3,3,1,6,7,4,2,2021-10-09
c_60,2,"[1, 6]","[7, 7]","[4, 4]","[1, 2]",1,3,3,1,3,7,18,2,2021-11-02
c_60,3,"[1, 6, 3]","[7, 7, 7]","[4, 4, 18]","[1, 2, 2]",1,3,3,1,5,2,4,2,2021-11-09
c_60,4,"[1, 6, 3, 5]","[7, 7, 7, 2]","[4, 4, 18, 4]","[1, 2, 2, 2]",1,3,3,0,1,5,4,3,2021-11-29
c_60,5,"[1, 6, 3, 5, 1]","[7, 7, 7, 2, 5]","[4, 4, 18, 4, 4]","[1, 2, 2, 2, 3]",1,3,3,1,3,4,18,3,2022-02-05
c_60,6,"[1, 6, 3, 5, 1, 3]","[7, 7, 7, 2, 5, 4]","[4, 4, 18, 4, 4, 18]","[1, 2, 2, 2, 3, 3]",1,3,3,1,5,2,4,3,2022-04-28
c_60,7,"[1, 6, 3, 5, 1, 3, 5]","[7, 7, 7, 2, 5, 4, 2]","[4, 4, 18, 4, 4, 18, 4]","[1, 2, 2, 2, 3, 3, 3]",1,3,3,2,6,2,5,3,2022-07-03
c_600,1,[1],[7],[3],[1],0,0,1,2,4,7,3,3,2021-11-18
c_600,2,"[1, 4]","[7, 7]","[3, 3]","[1, 3]",0,0,1,3,5,2,3,1,2021-12-24
c_600,3,"[1, 4, 5]","[7, 7, 2]","[3, 3, 3]","[1, 3, 1]",0,0,1,2,2,5,4,1,2022-01-25
c_600,4,"[1, 4, 5, 2]","[7, 7, 2, 5]","[3, 3, 3, 4]","[1, 3, 1, 1]",0,0,1,0,6,5,2,2,2022-02-09
c_600,5,"[1, 4, 5, 2, 6]","[7, 7, 2, 5, 5]","[3, 3, 3, 4, 2]","[1, 3, 1, 1, 2]",0,0,1,0,6,5,3,3,2022-03-11
c_600,6,"[1, 4, 5, 2, 6, 6]","[7, 7, 2, 5, 5, 5]","[3, 3, 3, 4, 2, 3]","[1, 3, 1, 1, 2, 3]",0,0,1,0,3,6,14,3,2022-05-11
c_600,7,"[1, 4, 5, 2, 6, 6, 3]","[7, 7, 2, 5, 5, 5, 6]","[3, 3, 3, 4, 2, 3, 14]","[1, 3, 1, 1, 2, 3, 3]",0,0,1,0,2,5,3,3,2022-05-14
c_600,8,"[1, 4, 5, 2, 6, 6, 3, 2]","[7, 7, 2, 5, 5, 5, 6, 5]","[3, 3, 3, 4, 2, 3, 14, 3]","[1, 3, 1, 1, 2, 3, 3, 3]",0,0,1,0,1,5,2,2,2022-07-21
c_601,1,[1],[5],[7],[2],1,2,0,0,3,4,24,3,2021-07-01
c_601,2,"[1, 3]","[5, 4]","[7, 24]","[2, 3]",1,2,0,2,2,5,6,1,2021-09-11
c_602,1,[4],[1],[5],[3],2,2,2,1,3,4,17,3,2021-11-16
c_602,2,"[4, 3]","[1, 4]","[5, 17]","[3, 3]",2,2,2,3,1,7,5,3,2022-01-13
c_604,1,[3],[6],[19],[3],1,0,1,3,1,6,5,1,2021-12-30
c_604,2,"[3, 1]","[6, 6]","[19, 5]","[3, 1]",1,0,1,0,1,5,3,1,2022-03-07
c_604,3,"[3, 1, 1]","[6, 6, 5]","[19, 5, 3]","[3, 1, 1]",1,0,1,0,3,6,20,2,2022-04-29
c_604,4,"[3, 1, 1, 3]","[6, 6, 5, 6]","[19, 5, 3, 20]","[3, 1, 1, 2]",1,0,1,1,6,5,4,1,2022-05-18
c_604,5,"[3, 1, 1, 3, 6]","[6, 6, 5, 6, 5]","[19, 5, 3, 20, 4]","[3, 1, 1, 2, 1]",1,0,1,2,4,1,5,2,2022-08-15
c_605,1,[3],[7],[20],[1],0,1,2,1,4,1,5,1,2021-09-08
c_605,2,"[3, 4]","[7, 1]","[20, 5]","[1, 1]",0,1,2,0,4,8,5,1,2021-11-28
c_605,3,"[3, 4, 4]","[7, 1, 8]","[20, 5, 5]","[1, 1, 1]",0,1,2,2,3,6,20,1,2022-02-25
c_605,4,"[3, 4, 4, 3]","[7, 1, 8, 6]","[20, 5, 5, 20]","[1, 1, 1, 1]",0,1,2,3,3,6,20,1,2022-05-04
c_605,5,"[3, 4, 4, 3, 3]","[7, 1, 8, 6, 6]","[20, 5, 5, 20, 20]","[1, 1, 1, 1, 1]",0,1,2,2,3,7,21,1,2022-05-23
c_606,1,[2],[7],[4],[3],1,1,1,0,4,7,3,3,2021-05-19
c_607,1,[2],[8],[3],[1],0,4,1,3,5,5,4,2,2022-02-28
c_607,2,"[2, 5]","[8, 5]","[3, 4]","[1, 2]",0,4,1,2,2,7,3,2,2022-03-18
c_607,3,"[2, 5, 2]","[8, 5, 7]","[3, 4, 3]","[1, 2, 2]",0,4,1,1,1,5,3,3,2022-05-26
c_607,4,"[2, 5, 2, 1]","[8, 5, 7, 5]","[3, 4, 3, 3]","[1, 2, 2, 3]",0,4,1,0,2,5,3,1,2022-08-19
c_608,1,[2],[8],[4],[1],1,4,1,2,2,7,4,3,2021-07-17
c_608,2,"[2, 2]","[8, 7]","[4, 4]","[1, 3]",1,4,1,2,1,5,4,1,2021-10-05
c_608,3,"[2, 2, 1]","[8, 7, 5]","[4, 4, 4]","[1, 3, 1]",1,4,1,0,5,2,4,3,2021-12-24
c_608,4,"[2, 2, 1, 5]","[8, 7, 5, 2]","[4, 4, 4, 4]","[1, 3, 1, 3]",1,4,1,0,1,7,3,2,2022-02-10
c_608,5,"[2, 2, 1, 5, 1]","[8, 7, 5, 2, 7]","[4, 4, 4, 4, 3]","[1, 3, 1, 3, 2]",1,4,1,2,1,3,5,2,2022-04-14
c_608,6,"[2, 2, 1, 5, 1, 1]","[8, 7, 5, 2, 7, 3]","[4, 4, 4, 4, 3, 5]","[1, 3, 1, 3, 2, 2]",1,4,1,1,4,1,4,1,2022-06-23
c_610,1,[1],[7],[2],[1],0,3,0,0,3,4,13,2,2021-12-22
c_610,2,"[1, 3]","[7, 4]","[2, 13]","[1, 2]",0,3,0,2,4,1,3,2,2022-03-07
c_610,3,"[1, 3, 4]","[7, 4, 1]","[2, 13, 3]","[1, 2, 2]",0,3,0,0,2,3,2,3,2022-04-06
c_610,4,"[1, 3, 4, 2]","[7, 4, 1, 3]","[2, 13, 3, 2]","[1, 2, 2, 3]",0,3,0,0,6,2,2,3,2022-04-07
c_610,5,"[1, 3, 4, 2, 6]","[7, 4, 1, 3, 2]","[2, 13, 3, 2, 2]","[1, 2, 2, 3, 3]",0,3,0,0,3,4,12,3,2022-04-10
c_610,6,"[1, 3, 4, 2, 6, 3]","[7, 4, 1, 3, 2, 4]","[2, 13, 3, 2, 2, 12]","[1, 2, 2, 3, 3, 3]",0,3,0,2,5,2,3,1,2022-04-24
c_610,7,"[1, 3, 4, 2, 6, 3, 5]","[7, 4, 1, 3, 2, 4, 2]","[2, 13, 3, 2, 2, 12, 3]","[1, 2, 2, 3, 3, 3, 1]",0,3,0,0,6,7,3,3,2022-06-21
c_610,8,"[1, 3, 4, 2, 6, 3, 5, 6]","[7, 4, 1, 3, 2, 4, 2, 7]","[2, 13, 3, 2, 2, 12, 3, 3]","[1, 2, 2, 3, 3, 3, 1, 3]",0,3,0,0,6,2,3,2,2022-09-16
c_610,9,"[1, 3, 4, 2, 6, 3, 5, 6, 6]","[7, 4, 1, 3, 2, 4, 2, 7, 2]","[2, 13, 3, 2, 2, 12, 3, 3, 3]","[1, 2, 2, 3, 3, 3, 1, 3, 2]",0,3,0,2,6,2,4,2,2022-11-30
c_612,1,[5],[2],[4],[2],1,1,0,1,6,5,4,1,2021-11-19
c_612,2,"[5, 6]","[2, 5]","[4, 4]","[2, 1]",1,1,0,0,1,5,4,2,2021-12-06
c_612,3,"[5, 6, 1]","[2, 5, 5]","[4, 4, 4]","[2, 1, 2]",1,1,0,2,4,1,4,2,2022-03-04
c_613,1,[2],[8],[2],[3],0,0,2,2,3,7,11,3,2022-01-02
c_613,2,"[2, 3]","[8, 7]","[2, 11]","[3, 3]",0,0,2,2,1,7,2,2,2022-03-01
c_613,3,"[2, 3, 1]","[8, 7, 7]","[2, 11, 2]","[3, 3, 2]",0,0,2,0,6,2,2,1,2022-03-12
c_615,1,[3],[4],[17],[1],1,4,3,1,1,7,4,1,2021-10-28
c_615,2,"[3, 1]","[4, 7]","[17, 4]","[1, 1]",1,4,3,0,4,7,3,3,2021-11-24
c_615,3,"[3, 1, 4]","[4, 7, 7]","[17, 4, 3]","[1, 1, 3]",1,4,3,2,6,2,4,1,2022-01-10
c_615,4,"[3, 1, 4, 6]","[4, 7, 7, 2]","[17, 4, 3, 4]","[1, 1, 3, 1]",1,4,3,1,2,3,4,3,2022-01-25
c_615,5,"[3, 1, 4, 6, 2]","[4, 7, 7, 2, 3]","[17, 4, 3, 4, 4]","[1, 1, 3, 1, 3]",1,4,3,1,3,4,17,3,2022-03-12
c_615,6,"[3, 1, 4, 6, 2, 3]","[4, 7, 7, 2, 3, 4]","[17, 4, 3, 4, 4, 17]","[1, 1, 3, 1, 3, 3]",1,4,3,2,5,5,5,3,2022-04-09
c_616,1,[3],[7],[13],[3],0,4,2,2,3,6,13,1,2021-07-09
c_616,2,"[3, 3]","[7, 6]","[13, 13]","[3, 1]",0,4,2,2,6,5,3,3,2021-07-12
c_616,3,"[3, 3, 6]","[7, 6, 5]","[13, 13, 3]","[3, 1, 3]",0,4,2,0,1,5,2,2,2021-10-08
c_616,4,"[3, 3, 6, 1]","[7, 6, 5, 5]","[13, 13, 3, 2]","[3, 1, 3, 2]",0,4,2,2,3,7,13,1,2022-01-05
c_617,1,[1],[5],[3],[3],0,2,1,0,1,5,4,2,2021-03-04
c_617,2,"[1, 1]","[5, 5]","[3, 4]","[3, 2]",0,2,1,1,4,1,4,2,2021-04-25
c_617,3,"[1, 1, 4]","[5, 5, 1]","[3, 4, 4]","[3, 2, 2]",0,2,1,0,1,5,3,2,2021-05-14
c_617,4,"[1, 1, 4, 1]","[5, 5, 1, 5]","[3, 4, 4, 3]","[3, 2, 2, 2]",0,2,1,3,1,5,3,1,2021-08-06
c_617,5,"[1, 1, 4, 1, 1]","[5, 5, 1, 5, 5]","[3, 4, 4, 3, 3]","[3, 2, 2, 2, 1]",0,2,1,0,3,6,17,3,2021-09-22
c_619,1,[1],[5],[7],[1],1,5,2,2,5,2,7,2,2021-06-04
c_619,2,"[1, 5]","[5, 2]","[7, 7]","[1, 2]",1,5,2,0,1,5,7,1,2021-06-28
c_619,3,"[1, 5, 1]","[5, 2, 5]","[7, 7, 7]","[1, 2, 1]",1,5,2,2,3,7,27,3,2021-06-29
c_619,4,"[1, 5, 1, 3]","[5, 2, 5, 7]","[7, 7, 7, 27]","[1, 2, 1, 3]",1,5,2,1,4,8,7,1,2021-08-30
c_623,1,[5],[2],[3],[2],1,1,2,2,1,5,3,3,2021-11-21
c_623,2,"[5, 1]","[2, 5]","[3, 3]","[2, 3]",1,1,2,1,3,7,15,3,2022-02-02
c_623,3,"[5, 1, 3]","[2, 5, 7]","[3, 3, 15]","[2, 3, 3]",1,1,2,3,1,3,4,2,2022-04-02
c_623,4,"[5, 1, 3, 1]","[2, 5, 7, 3]","[3, 3, 15, 4]","[2, 3, 3, 2]",1,1,2,0,3,6,15,1,2022-06-05
c_623,5,"[5, 1, 3, 1, 3]","[2, 5, 7, 3, 6]","[3, 3, 15, 4, 15]","[2, 3, 3, 2, 1]",1,1,2,0,6,2,2,2,2022-07-10
c_623,6,"[5, 1, 3, 1, 3, 6]","[2, 5, 7, 3, 6, 2]","[3, 3, 15, 4, 15, 2]","[2, 3, 3, 2, 1, 2]",1,1,2,2,1,3,4,2,2022-10-02
c_624,1,[6],[7],[3],[3],1,3,0,2,2,8,5,1,2021-09-25
c_624,2,"[6, 2]","[7, 8]","[3, 5]","[3, 1]",1,3,0,0,4,7,4,3,2021-11-24
c_624,3,"[6, 2, 4]","[7, 8, 7]","[3, 5, 4]","[3, 1, 3]",1,3,0,3,4,1,4,2,2021-12-12
c_624,4,"[6, 2, 4, 4]","[7, 8, 7, 1]","[3, 5, 4, 4]","[3, 1, 3, 2]",1,3,0,0,2,5,4,1,2021-12-31
c_624,5,"[6, 2, 4, 4, 2]","[7, 8, 7, 1, 5]","[3, 5, 4, 4, 4]","[3, 1, 3, 2, 1]",1,3,0,0,1,5,4,3,2022-02-17
c_624,6,"[6, 2, 4, 4, 2, 1]","[7, 8, 7, 1, 5, 5]","[3, 5, 4, 4, 4, 4]","[3, 1, 3, 2, 1, 3]",1,3,0,0,4,1,4,2,2022-03-10
c_624,7,"[6, 2, 4, 4, 2, 1, 4]","[7, 8, 7, 1, 5, 5, 1]","[3, 5, 4, 4, 4, 4, 4]","[3, 1, 3, 2, 1, 3, 2]",1,3,0,0,5,2,4,2,2022-04-06
c_625,1,[6],[5],[7],[1],2,0,1,0,4,1,6,2,2022-03-11
c_625,2,"[6, 4]","[5, 1]","[7, 6]","[1, 2]",2,0,1,0,4,7,5,2,2022-04-22
c_625,3,"[6, 4, 4]","[5, 1, 7]","[7, 6, 5]","[1, 2, 2]",2,0,1,0,3,6,23,3,2022-05-27
c_625,4,"[6, 4, 4, 3]","[5, 1, 7, 6]","[7, 6, 5, 23]","[1, 2, 2, 3]",2,0,1,1,5,7,6,2,2022-05-30
c_626,1,[1],[7],[4],[1],0,3,2,0,1,3,4,2,2021-05-21
c_626,2,"[1, 1]","[7, 3]","[4, 4]","[1, 2]",0,3,2,3,5,7,4,1,2021-06-18
c_628,1,[4],[8],[3],[1],1,4,2,0,4,1,3,3,2022-04-26
c_628,2,"[4, 4]","[8, 1]","[3, 3]","[1, 3]",1,4,2,3,5,7,4,3,2022-06-24
c_628,3,"[4, 4, 5]","[8, 1, 7]","[3, 3, 4]","[1, 3, 3]",1,4,2,3,5,2,4,3,2022-07-18
c_629,1,[1],[5],[3],[3],1,4,1,3,2,8,4,3,2021-05-19
c_629,2,"[1, 2]","[5, 8]","[3, 4]","[3, 3]",1,4,1,0,6,7,3,1,2021-08-12
c_629,3,"[1, 2, 6]","[5, 8, 7]","[3, 4, 3]","[3, 3, 1]",1,4,1,3,6,2,4,2,2021-08-16
c_629,4,"[1, 2, 6, 6]","[5, 8, 7, 2]","[3, 4, 3, 4]","[3, 3, 1, 2]",1,4,1,0,2,5,3,3,2021-10-02
c_63,1,[6],[2],[6],[2],0,4,1,2,6,2,6,3,2021-06-20
c_63,2,"[6, 6]","[2, 2]","[6, 6]","[2, 3]",0,4,1,3,1,7,6,1,2021-08-15
c_63,3,"[6, 6, 1]","[2, 2, 7]","[6, 6, 6]","[2, 3, 1]",0,4,1,2,5,5,6,2,2021-10-02
c_630,1,[3],[6],[21],[2],0,0,1,0,4,8,4,1,2021-08-08
c_630,2,"[3, 4]","[6, 8]","[21, 4]","[2, 1]",0,0,1,0,3,7,20,3,2021-09-07
c_630,3,"[3, 4, 3]","[6, 8, 7]","[21, 4, 20]","[2, 1, 3]",0,0,1,2,2,5,5,3,2021-09-09
c_630,4,"[3, 4, 3, 2]","[6, 8, 7, 5]","[21, 4, 20, 5]","[2, 1, 3, 3]",0,0,1,2,5,2,5,1,2021-10-13
c_631,1,[1],[3],[4],[2],1,6,1,3,5,2,4,3,2022-01-19
c_631,2,"[1, 5]","[3, 2]","[4, 4]","[2, 3]",1,6,1,3,2,5,4,2,2022-03-27
